stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio
M,1:4,10,5,7,14.25,4,4,57.142,57.142,13.3,13.3,93.333,93.333,6,6,85.714,85.714,13.57,13.57,95.238,95.238,4,4,57.142,57.142,13.3,13.3,93.333,93.333,6,6,85.714,85.714,13.57,13.57,95.238,95.238
M,1:4,15,9,9,16.0,4,4,44.444,44.444,12.39,12.39,77.431,77.431,9,9,100.0,100.0,16.0,16.0,100.0,100.0,4,4,44.444,44.444,12.39,12.39,77.431,77.431,9,9,100.0,100.0,16.0,16.0,100.0,100.0
M,1:4,25,12,16,22.5,12,12,75.0,75.0,22.5,22.5,100.0,100.0,15,15,93.75,93.75,22.02,22.02,97.847,97.847,12,12,75.0,75.0,22.5,22.5,100.0,100.0,15,15,93.75,93.75,22.02,22.02,97.847,97.847
M,1:4,50,27,30,75.25,26,26,86.666,86.666,73.46,73.46,97.625,97.625,30,30,100.0,100.0,75.25,75.25,100.0,100.0,26,26,86.666,86.666,73.46,73.46,97.625,97.625,30,30,100.0,100.0,75.25,75.25,100.0,100.0
M,1:4,100,50,52,284.25,49,49,94.23,94.23,281.67,281.67,99.094,99.094,51,51,98.076,98.076,281.77,281.77,99.129,99.129,49,49,94.23,94.23,281.67,281.67,99.094,99.094,51,51,98.076,98.076,281.77,281.77,99.129,99.129
M,1:4,500,257,262,3228.0,256,256,97.709,97.709,3223.84,3223.84,99.871,99.871,262,262,100.0,100.0,3228.0,3228.0,100.0,100.0,256,256,97.709,97.709,3223.84,3223.84,99.871,99.871,262,262,100.0,100.0,3228.0,3228.0,100.0,100.0
M,1:4,1000,513,521,6758.25,498,498,95.585,95.585,6663.73,6663.73,98.601,98.601,520,520,99.808,99.808,6751.48,6751.48,99.9,99.9,498,498,95.585,95.585,6663.73,6663.73,98.601,98.601,520,520,99.808,99.808,6751.48,6751.48,99.9,99.9
M,1:4,2000,1005,1008,42289.38,1002,1002,99.404,99.404,42239.61,42239.61,99.882,99.882,1008,1008,100.0,100.0,42289.38,42289.38,100.0,100.0,1002,1002,99.404,99.404,42239.61,42239.61,99.882,99.882,1008,1008,100.0,100.0,42289.38,42289.38,100.0,100.0
M,1:4,5000,2542,2542,140180.81,2542,2542,100.0,100.0,140180.81,140180.81,100.0,100.0,2542,2542,100.0,100.0,140180.81,140180.81,100.0,100.0,2542,2542,100.0,100.0,140180.81,140180.81,100.0,100.0,2542,2542,100.0,100.0,140180.81,140180.81,100.0,100.0
M,1:4,10000,5082,5083,376231.5,5081,5081,99.96,99.96,376205.12,376205.12,99.993,99.993,5082,5082,99.98,99.98,376205.13,376205.13,99.993,99.993,5081,5081,99.96,99.96,376205.12,376205.12,99.993,99.993,5082,5082,99.98,99.98,376205.13,376205.13,99.993,99.993
M,1:4,14402,7301,7301,608271.48,7299,7299,99.972,99.972,608213.24,608213.24,99.99,99.99,7300,7300,99.986,99.986,608242.36,608242.36,99.995,99.995,7299,7299,99.972,99.972,608213.24,608213.24,99.99,99.99,7300,7300,99.986,99.986,608242.36,608242.36,99.995,99.995
MA,1:4,2,1,1,2.58,1,1,100.0,100.0,2.58,2.58,100.0,100.0,1,1,100.0,100.0,2.58,2.58,100.0,100.0,1,1,100.0,100.0,2.58,2.58,100.0,100.0,1,1,100.0,100.0,2.58,2.58,100.0,100.0
MA,1:4,3,2,2,3.01,1,1,50.0,50.0,1.64,1.64,54.588,54.588,1,1,50.0,50.0,1.64,1.64,54.588,54.588,1,1,50.0,50.0,1.64,1.64,54.588,54.588,1,1,50.0,50.0,1.64,1.64,54.588,54.588
MA,1:4,4,3,3,3.41,2,2,66.666,66.666,2.55,2.55,74.757,74.757,2,2,66.666,66.666,2.55,2.55,74.757,74.757,2,2,66.666,66.666,2.55,2.55,74.757,74.757,2,2,66.666,66.666,2.55,2.55,74.757,74.757
MA,1:4,5,4,4,4.68,3,3,75.0,75.0,3.99,3.99,85.278,85.278,3,3,75.0,75.0,3.99,3.99,85.278,85.278,3,3,75.0,75.0,3.99,3.99,85.278,85.278,3,3,75.0,75.0,3.99,3.99,85.278,85.278
MA,1:4,10,6,6,9.96,6,6,100.0,100.0,9.96,9.96,100.0,100.0,6,6,100.0,100.0,9.96,9.96,100.0,100.0,6,6,100.0,100.0,9.96,9.96,100.0,100.0,6,6,100.0,100.0,9.96,9.96,100.0,100.0
MA,1:4,15,9,9,13.12,8,8,88.888,88.888,12.15,12.15,92.632,92.632,8,8,88.888,88.888,12.15,12.15,92.632,92.632,8,8,88.888,88.888,12.15,12.15,92.632,92.632,8,8,88.888,88.888,12.15,12.15,92.632,92.632
MA,1:4,25,14,15,18.34,14,14,93.333,93.333,18.34,18.34,100.0,100.0,15,15,100.0,100.0,18.34,18.34,100.0,100.0,14,14,93.333,93.333,18.34,18.34,100.0,100.0,15,15,100.0,100.0,18.34,18.34,100.0,100.0
MA,1:4,50,28,28,33.58,28,28,100.0,100.0,33.58,33.58,100.0,100.0,28,28,100.0,100.0,33.58,33.58,100.0,100.0,28,28,100.0,100.0,33.58,33.58,100.0,100.0,28,28,100.0,100.0,33.58,33.58,100.0,100.0
MA,1:4,100,51,51,323.73,51,51,100.0,100.0,323.73,323.73,100.0,100.0,51,51,100.0,100.0,323.73,323.73,100.0,100.0,51,51,100.0,100.0,323.73,323.73,100.0,100.0,51,51,100.0,100.0,323.73,323.73,100.0,100.0
MA,1:4,500,256,256,10600.14,256,256,100.0,100.0,10600.14,10600.14,100.0,100.0,256,256,100.0,100.0,10600.14,10600.14,100.0,100.0,256,256,100.0,100.0,10600.14,10600.14,100.0,100.0,256,256,100.0,100.0,10600.14,10600.14,100.0,100.0
MA,1:4,1000,516,516,22056.48,516,516,100.0,100.0,22056.48,22056.48,100.0,100.0,516,516,100.0,100.0,22056.48,22056.48,100.0,100.0,516,516,100.0,100.0,22056.48,22056.48,100.0,100.0,516,516,100.0,100.0,22056.48,22056.48,100.0,100.0
MA,1:4,2000,1012,1012,115128.88,1012,1012,100.0,100.0,115128.88,115128.88,100.0,100.0,1012,1012,100.0,100.0,115128.88,115128.88,100.0,100.0,1012,1012,100.0,100.0,115128.88,115128.88,100.0,100.0,1012,1012,100.0,100.0,115128.88,115128.88,100.0,100.0
MA,1:4,5000,2513,2513,1029182.72,2512,2512,99.96,99.96,1029141.48,1029141.48,99.996,99.996,2512,2512,99.96,99.96,1029141.48,1029141.48,99.996,99.996,2512,2512,99.96,99.96,1029141.48,1029141.48,99.996,99.996,2512,2512,99.96,99.96,1029141.48,1029141.48,99.996,99.996
MA,1:4,7192,3602,3602,1811853.23,3602,3602,100.0,100.0,1811853.23,1811853.23,100.0,100.0,3602,3602,100.0,100.0,1811853.23,1811853.23,100.0,100.0,3602,3602,100.0,100.0,1811853.23,1811853.23,100.0,100.0,3602,3602,100.0,100.0,1811853.23,1811853.23,100.0,100.0
MRVL,1:4,2,2,2,3.77,1,1,50.0,50.0,2.66,2.66,70.743,70.743,1,1,50.0,50.0,2.66,2.66,70.743,70.743,1,1,50.0,50.0,2.66,2.66,70.743,70.743,1,1,50.0,50.0,2.66,2.66,70.743,70.743
MRVL,1:4,3,2,2,6.95,2,2,100.0,100.0,6.95,6.95,100.0,100.0,2,2,100.0,100.0,6.95,6.95,100.0,100.0,2,2,100.0,100.0,6.95,6.95,100.0,100.0,2,2,100.0,100.0,6.95,6.95,100.0,100.0
MRVL,1:4,4,2,2,10.56,2,2,100.0,100.0,10.56,10.56,100.0,100.0,2,2,100.0,100.0,10.56,10.56,100.0,100.0,2,2,100.0,100.0,10.56,10.56,100.0,100.0,2,2,100.0,100.0,10.56,10.56,100.0,100.0
MRVL,1:4,5,3,3,19.94,2,2,66.666,66.666,15.44,15.44,77.429,77.429,2,2,66.666,66.666,15.44,15.44,77.429,77.429,2,2,66.666,66.666,15.44,15.44,77.429,77.429,2,2,66.666,66.666,15.44,15.44,77.429,77.429
MRVL,1:4,10,6,6,56.06,5,5,83.333,83.333,50.74,50.74,90.505,90.505,5,5,83.333,83.333,50.74,50.74,90.505,90.505,5,5,83.333,83.333,50.74,50.74,90.505,90.505,5,5,83.333,83.333,50.74,50.74,90.505,90.505
MRVL,1:4,15,9,9,108.45,9,9,100.0,100.0,108.45,108.45,100.0,100.0,9,9,100.0,100.0,108.45,108.45,100.0,100.0,9,9,100.0,100.0,108.45,108.45,100.0,100.0,9,9,100.0,100.0,108.45,108.45,100.0,100.0
MRVL,1:4,25,14,14,179.27,14,14,100.0,100.0,179.27,179.27,100.0,100.0,14,14,100.0,100.0,179.27,179.27,100.0,100.0,14,14,100.0,100.0,179.27,179.27,100.0,100.0,14,14,100.0,100.0,179.27,179.27,100.0,100.0
MRVL,1:4,50,29,29,469.92,28,28,96.551,96.551,465.39,465.39,99.036,99.036,28,28,96.551,96.551,465.39,465.39,99.036,99.036,28,28,96.551,96.551,465.39,465.39,99.036,99.036,28,28,96.551,96.551,465.39,465.39,99.036,99.036
MRVL,1:4,100,55,55,1432.16,53,53,96.363,96.363,1420.84,1420.84,99.21,99.21,54,54,98.181,98.181,1426.5,1426.5,99.605,99.605,53,53,96.363,96.363,1420.84,1420.84,99.21,99.21,54,54,98.181,98.181,1426.5,1426.5,99.605,99.605
MRVL,1:4,500,257,257,6509.96,257,257,100.0,100.0,6509.96,6509.96,100.0,100.0,257,257,100.0,100.0,6509.96,6509.96,100.0,100.0,257,257,100.0,100.0,6509.96,6509.96,100.0,100.0,257,257,100.0,100.0,6509.96,6509.96,100.0,100.0
MRVL,1:4,1000,509,509,11780.21,509,509,100.0,100.0,11780.21,11780.21,100.0,100.0,509,509,100.0,100.0,11780.21,11780.21,100.0,100.0,509,509,100.0,100.0,11780.21,11780.21,100.0,100.0,509,509,100.0,100.0,11780.21,11780.21,100.0,100.0
MRVL,1:4,2000,1013,1014,47255.04,1012,1012,99.802,99.802,47224.58,47224.58,99.936,99.936,1013,1013,99.901,99.901,47238.88,47238.88,99.966,99.966,1012,1012,99.802,99.802,47224.58,47224.58,99.936,99.936,1013,1013,99.901,99.901,47238.88,47238.88,99.966,99.966
MRVL,1:4,5000,2531,2533,96423.73,2531,2531,99.921,99.921,96423.73,96423.73,100.0,100.0,2533,2533,100.0,100.0,96423.73,96423.73,100.0,100.0,2531,2531,99.921,99.921,96423.73,96423.73,100.0,100.0,2533,2533,100.0,100.0,96423.73,96423.73,100.0,100.0
MRVL,1:4,10000,5081,5082,195530.04,5075,5075,99.862,99.862,195421.36,195421.36,99.944,99.944,5081,5081,99.98,99.98,195511.93,195511.93,99.991,99.991,5075,5075,99.862,99.862,195421.36,195421.36,99.944,99.944,5081,5081,99.98,99.98,195511.93,195511.93,99.991,99.991
MRVL,1:4,10156,5142,5151,204809.08,5141,5141,99.805,99.805,204790.71,204790.71,99.991,99.991,5151,5151,100.0,100.0,204809.08,204809.08,100.0,100.0,5141,5141,99.805,99.805,204790.71,204790.71,99.991,99.991,5151,5151,100.0,100.0,204809.08,204809.08,100.0,100.0
MSFT,1:4,2,2,2,0.07,1,1,50.0,50.0,0.04,0.04,52.394,52.394,1,1,50.0,50.0,0.04,0.04,52.394,52.394,1,1,50.0,50.0,0.04,0.04,52.394,52.394,1,1,50.0,50.0,0.04,0.04,52.394,52.394
MSFT,1:4,3,3,3,0.08,2,2,66.666,66.666,0.06,0.06,70.804,70.804,2,2,66.666,66.666,0.06,0.06,70.804,70.804,2,2,66.666,66.666,0.06,0.06,70.804,70.804,2,2,66.666,66.666,0.06,0.06,70.804,70.804
MSFT,1:4,4,3,3,0.09,3,3,100.0,100.0,0.09,0.09,100.0,100.0,3,3,100.0,100.0,0.09,0.09,100.0,100.0,3,3,100.0,100.0,0.09,0.09,100.0,100.0,3,3,100.0,100.0,0.09,0.09,100.0,100.0
MSFT,1:4,5,4,4,0.1,3,3,75.0,75.0,0.08,0.08,79.427,79.427,3,3,75.0,75.0,0.08,0.08,79.427,79.427,3,3,75.0,75.0,0.08,0.08,79.427,79.427,3,3,75.0,75.0,0.08,0.08,79.427,79.427
MSFT,1:4,10,6,6,0.21,6,6,100.0,100.0,0.21,0.21,100.0,100.0,6,6,100.0,100.0,0.21,0.21,100.0,100.0,6,6,100.0,100.0,0.21,0.21,100.0,100.0,6,6,100.0,100.0,0.21,0.21,100.0,100.0
MSFT,1:4,15,10,10,0.25,9,9,90.0,90.0,0.24,0.24,95.642,95.642,9,9,90.0,90.0,0.24,0.24,95.642,95.642,9,9,90.0,90.0,0.24,0.24,95.642,95.642,9,9,90.0,90.0,0.24,0.24,95.642,95.642
MSFT,1:4,25,14,16,0.4,14,14,87.5,87.5,0.4,0.4,100.0,100.0,15,15,93.75,93.75,0.39,0.39,97.379,97.379,14,14,87.5,87.5,0.4,0.4,100.0,100.0,15,15,93.75,93.75,0.39,0.39,97.379,97.379
MSFT,1:4,50,28,28,1.53,26,26,92.857,92.857,1.49,1.49,97.177,97.177,27,27,96.428,96.428,1.51,1.51,98.588,98.588,26,26,92.857,92.857,1.49,1.49,97.177,97.177,27,27,96.428,96.428,1.51,1.51,98.588,98.588
MSFT,1:4,100,52,52,2.84,52,52,100.0,100.0,2.84,2.84,100.0,100.0,52,52,100.0,100.0,2.84,2.84,100.0,100.0,52,52,100.0,100.0,2.84,2.84,100.0,100.0,52,52,100.0,100.0,2.84,2.84,100.0,100.0
MSFT,1:4,500,253,253,238.32,253,253,100.0,100.0,238.32,238.32,100.0,100.0,253,253,100.0,100.0,238.32,238.32,100.0,100.0,253,253,100.0,100.0,238.32,238.32,100.0,100.0,253,253,100.0,100.0,238.32,238.32,100.0,100.0
MSFT,1:4,1000,521,521,421.6,516,516,99.04,99.04,420.01,420.01,99.623,99.623,521,521,100.0,100.0,421.6,421.6,100.0,100.0,516,516,99.04,99.04,420.01,420.01,99.623,99.623,521,521,100.0,100.0,421.6,421.6,100.0,100.0
MSFT,1:4,2000,1003,1003,6603.38,1002,1002,99.9,99.9,6602.0,6602.0,99.979,99.979,1002,1002,99.9,99.9,6602.0,6602.0,99.979,99.979,1002,1002,99.9,99.9,6602.0,6602.0,99.979,99.979,1002,1002,99.9,99.9,6602.0,6602.0,99.979,99.979
MSFT,1:4,5000,2510,2510,254371.34,2509,2509,99.96,99.96,254353.86,254353.86,99.993,99.993,2509,2509,99.96,99.96,254353.86,254353.86,99.993,99.993,2509,2509,99.96,99.96,254353.86,254353.86,99.993,99.993,2509,2509,99.96,99.96,254353.86,254353.86,99.993,99.993
MSFT,1:4,10000,5046,5046,886776.04,5046,5046,100.0,100.0,886776.04,886776.04,100.0,100.0,5046,5046,100.0,100.0,886776.04,886776.04,100.0,100.0,5046,5046,100.0,100.0,886776.04,886776.04,100.0,100.0,5046,5046,100.0,100.0,886776.04,886776.04,100.0,100.0
MSFT,1:4,17386,8818,8818,1501670.39,8812,8812,99.931,99.931,1501276.63,1501276.63,99.974,99.974,8817,8817,99.988,99.988,1501604.77,1501604.77,99.996,99.996,8812,8812,99.931,99.931,1501276.63,1501276.63,99.974,99.974,8817,8817,99.988,99.988,1501604.77,1501604.77,99.996,99.996
NFLX,1:4,2,2,2,0.39,1,1,50.0,50.0,0.23,0.23,59.177,59.177,1,1,50.0,50.0,0.23,0.23,59.177,59.177,1,1,50.0,50.0,0.23,0.23,59.177,59.177,1,1,50.0,50.0,0.23,0.23,59.177,59.177
NFLX,1:4,3,3,3,0.46,2,2,66.666,66.666,0.34,0.34,73.851,73.851,2,2,66.666,66.666,0.34,0.34,73.851,73.851,2,2,66.666,66.666,0.34,0.34,73.851,73.851,2,2,66.666,66.666,0.34,0.34,73.851,73.851
NFLX,1:4,4,3,3,0.66,3,3,100.0,100.0,0.66,0.66,100.0,100.0,3,3,100.0,100.0,0.66,0.66,100.0,100.0,3,3,100.0,100.0,0.66,0.66,100.0,100.0,3,3,100.0,100.0,0.66,0.66,100.0,100.0
NFLX,1:4,5,3,3,1.09,3,3,100.0,100.0,1.09,1.09,100.0,100.0,3,3,100.0,100.0,1.09,1.09,100.0,100.0,3,3,100.0,100.0,1.09,1.09,100.0,100.0,3,3,100.0,100.0,1.09,1.09,100.0,100.0
NFLX,1:4,10,6,6,2.37,6,6,100.0,100.0,2.37,2.37,100.0,100.0,6,6,100.0,100.0,2.37,2.37,100.0,100.0,6,6,100.0,100.0,2.37,2.37,100.0,100.0,6,6,100.0,100.0,2.37,2.37,100.0,100.0
NFLX,1:4,15,10,10,3.07,9,9,90.0,90.0,2.9,2.9,94.59,94.59,10,10,100.0,100.0,3.07,3.07,100.0,100.0,9,9,90.0,90.0,2.9,2.9,94.59,94.59,10,10,100.0,100.0,3.07,3.07,100.0,100.0
NFLX,1:4,25,14,14,9.15,13,13,92.857,92.857,8.78,8.78,95.942,95.942,13,13,92.857,92.857,8.78,8.78,95.942,95.942,13,13,92.857,92.857,8.78,8.78,95.942,95.942,13,13,92.857,92.857,8.78,8.78,95.942,95.942
NFLX,1:4,50,28,28,20.63,27,27,96.428,96.428,20.38,20.38,98.746,98.746,28,28,100.0,100.0,20.63,20.63,100.0,100.0,27,27,96.428,96.428,20.38,20.38,98.746,98.746,28,28,100.0,100.0,20.63,20.63,100.0,100.0
NFLX,1:4,100,54,54,69.6,53,53,98.148,98.148,68.91,68.91,99.016,99.016,53,53,98.148,98.148,68.91,68.91,99.016,99.016,53,53,98.148,98.148,68.91,68.91,99.016,99.016,53,53,98.148,98.148,68.91,68.91,99.016,99.016
NFLX,1:4,500,256,256,2478.29,255,255,99.609,99.609,2471.12,2471.12,99.711,99.711,256,256,100.0,100.0,2478.29,2478.29,100.0,100.0,255,255,99.609,99.609,2471.12,2471.12,99.711,99.711,256,256,100.0,100.0,2478.29,2478.29,100.0,100.0
NFLX,1:4,1000,504,505,4841.79,504,504,99.801,99.801,4841.79,4841.79,100.0,100.0,505,505,100.0,100.0,4841.79,4841.79,100.0,100.0,504,504,99.801,99.801,4841.79,4841.79,100.0,100.0,505,505,100.0,100.0,4841.79,4841.79,100.0,100.0
NFLX,1:4,2000,1017,1017,12569.18,1016,1016,99.901,99.901,12563.95,12563.95,99.958,99.958,1017,1017,100.0,100.0,12569.18,12569.18,100.0,100.0,1016,1016,99.901,99.901,12563.95,12563.95,99.958,99.958,1017,1017,100.0,100.0,12569.18,12569.18,100.0,100.0
NFLX,1:4,5000,2506,2506,1433185.69,2506,2506,100.0,100.0,1433185.69,1433185.69,100.0,100.0,2506,2506,100.0,100.0,1433185.69,1433185.69,100.0,100.0,2506,2506,100.0,100.0,1433185.69,1433185.69,100.0,100.0,2506,2506,100.0,100.0,1433185.69,1433185.69,100.0,100.0
NFLX,1:4,9210,4625,4625,2808510.19,4625,4625,100.0,100.0,2808510.19,2808510.19,100.0,100.0,4625,4625,100.0,100.0,2808510.19,2808510.19,100.0,100.0,4625,4625,100.0,100.0,2808510.19,2808510.19,100.0,100.0,4625,4625,100.0,100.0,2808510.19,2808510.19,100.0,100.0
O,1:4,2,1,2,3.0,1,1,50.0,50.0,3.0,3.0,100.0,100.0,1,1,50.0,50.0,2.88,2.88,95.833,95.833,1,1,50.0,50.0,3.0,3.0,100.0,100.0,1,1,50.0,50.0,2.88,2.88,95.833,95.833
O,1:4,3,2,2,7.0,1,1,50.0,50.0,4.12,4.12,58.929,58.929,1,1,50.0,50.0,4.12,4.12,58.929,58.929,1,1,50.0,50.0,4.12,4.12,58.929,58.929,1,1,50.0,50.0,4.12,4.12,58.929,58.929
O,1:4,4,2,3,7.25,2,2,66.666,66.666,7.25,7.25,100.0,100.0,2,2,66.666,66.666,5.33,5.33,73.563,73.563,2,2,66.666,66.666,7.25,7.25,100.0,100.0,2,2,66.666,66.666,5.33,5.33,73.563,73.563
O,1:4,5,3,4,8.0,3,3,75.0,75.0,8.0,8.0,100.0,100.0,3,3,75.0,75.0,6.44,6.44,80.469,80.469,3,3,75.0,75.0,8.0,8.0,100.0,100.0,3,3,75.0,75.0,6.44,6.44,80.469,80.469
O,1:4,10,7,7,12.25,5,5,71.428,71.428,10.18,10.18,83.09,83.09,6,6,85.714,85.714,11.21,11.21,91.545,91.545,5,5,71.428,71.428,10.18,10.18,83.09,83.09,6,6,85.714,85.714,11.21,11.21,91.545,91.545
O,1:4,15,9,9,16.75,8,8,88.888,88.888,15.86,15.86,94.693,94.693,9,9,100.0,100.0,16.75,16.75,100.0,100.0,8,8,88.888,88.888,15.86,15.86,94.693,94.693,9,9,100.0,100.0,16.75,16.75,100.0,100.0
O,1:4,25,13,14,36.75,13,13,92.857,92.857,36.75,36.75,100.0,100.0,13,13,92.857,92.857,35.57,35.57,96.793,96.793,13,13,92.857,92.857,36.75,36.75,100.0,100.0,13,13,92.857,92.857,35.57,35.57,96.793,96.793
O,1:4,50,28,30,63.25,26,26,86.666,86.666,61.59,61.59,97.374,97.374,29,29,96.666,96.666,62.48,62.48,98.775,98.775,26,26,86.666,86.666,61.59,61.59,97.374,97.374,29,29,96.666,96.666,62.48,62.48,98.775,98.775
O,1:4,100,55,55,205.5,52,52,94.545,94.545,200.39,200.39,97.512,97.512,55,55,100.0,100.0,205.5,205.5,100.0,100.0,52,52,94.545,94.545,200.39,200.39,97.512,97.512,55,55,100.0,100.0,205.5,205.5,100.0,100.0
O,1:4,500,257,262,1600.0,250,250,95.419,95.419,1570.98,1570.98,98.186,98.186,262,262,100.0,100.0,1600.0,1600.0,100.0,100.0,250,250,95.419,95.419,1570.98,1570.98,98.186,98.186,262,262,100.0,100.0,1600.0,1600.0,100.0,100.0
O,1:4,1000,503,513,5711.59,502,502,97.855,97.855,5705.97,5705.97,99.902,99.902,512,512,99.805,99.805,5705.97,5705.97,99.902,99.902,502,502,97.855,97.855,5705.97,5705.97,99.902,99.902,512,512,99.805,99.805,5705.97,5705.97,99.902,99.902
O,1:4,2000,1018,1043,12724.84,1007,1007,96.548,96.548,12645.36,12645.36,99.375,99.375,1042,1042,99.904,99.904,12719.69,12719.69,99.96,99.96,1007,1007,96.548,96.548,12645.36,12645.36,99.375,99.375,1042,1042,99.904,99.904,12719.69,12719.69,99.96,99.96
O,1:4,5000,2516,2516,175409.95,2515,2515,99.96,99.96,175380.57,175380.57,99.983,99.983,2515,2515,99.96,99.96,175380.57,175380.57,99.983,99.983,2515,2515,99.96,99.96,175380.57,175380.57,99.983,99.983,2515,2515,99.96,99.96,175380.57,175380.57,99.983,99.983
O,1:4,10000,5026,5027,497940.67,5026,5026,99.98,99.98,497940.67,497940.67,100.0,100.0,5026,5026,99.98,99.98,497909.15,497909.15,99.994,99.994,5026,5026,99.98,99.98,497940.67,497940.67,100.0,100.0,5026,5026,99.98,99.98,497909.15,497909.15,99.994,99.994
O,1:4,13036,6576,6576,786777.17,6575,6575,99.984,99.984,786693.32,786693.32,99.989,99.989,6576,6576,100.0,100.0,786777.17,786777.17,100.0,100.0,6575,6575,99.984,99.984,786693.32,786693.32,99.989,99.989,6576,6576,100.0,100.0,786777.17,786777.17,100.0,100.0
OSTK,1:4,2,1,1,3.8,1,1,100.0,100.0,3.8,3.8,100.0,100.0,1,1,100.0,100.0,3.8,3.8,100.0,100.0,1,1,100.0,100.0,3.8,3.8,100.0,100.0,1,1,100.0,100.0,3.8,3.8,100.0,100.0
OSTK,1:4,3,2,2,5.08,1,1,50.0,50.0,3.9,3.9,76.772,76.772,1,1,50.0,50.0,3.9,3.9,76.772,76.772,1,1,50.0,50.0,3.9,3.9,76.772,76.772,1,1,50.0,50.0,3.9,3.9,76.772,76.772
OSTK,1:4,4,3,3,5.56,2,2,66.666,66.666,5.07,5.07,91.127,91.127,2,2,66.666,66.666,5.07,5.07,91.127,91.127,2,2,66.666,66.666,5.07,5.07,91.127,91.127,2,2,66.666,66.666,5.07,5.07,91.127,91.127
OSTK,1:4,5,3,3,7.0,3,3,100.0,100.0,7.0,7.0,100.0,100.0,3,3,100.0,100.0,7.0,7.0,100.0,100.0,3,3,100.0,100.0,7.0,7.0,100.0,100.0,3,3,100.0,100.0,7.0,7.0,100.0,100.0
OSTK,1:4,10,6,6,22.28,6,6,100.0,100.0,22.28,22.28,100.0,100.0,6,6,100.0,100.0,22.28,22.28,100.0,100.0,6,6,100.0,100.0,22.28,22.28,100.0,100.0,6,6,100.0,100.0,22.28,22.28,100.0,100.0
OSTK,1:4,15,9,9,49.44,8,8,88.888,88.888,47.06,47.06,95.191,95.191,8,8,88.888,88.888,47.06,47.06,95.191,95.191,8,8,88.888,88.888,47.06,47.06,95.191,95.191,8,8,88.888,88.888,47.06,47.06,95.191,95.191
OSTK,1:4,25,14,14,73.52,14,14,100.0,100.0,73.52,73.52,100.0,100.0,14,14,100.0,100.0,73.52,73.52,100.0,100.0,14,14,100.0,100.0,73.52,73.52,100.0,100.0,14,14,100.0,100.0,73.52,73.52,100.0,100.0
OSTK,1:4,50,27,27,360.16,25,25,92.592,92.592,339.75,339.75,94.333,94.333,27,27,100.0,100.0,360.16,360.16,100.0,100.0,25,25,92.592,92.592,339.75,339.75,94.333,94.333,27,27,100.0,100.0,360.16,360.16,100.0,100.0
OSTK,1:4,100,51,51,1234.68,50,50,98.039,98.039,1229.61,1229.61,99.589,99.589,51,51,100.0,100.0,1234.68,1234.68,100.0,100.0,50,50,98.039,98.039,1229.61,1229.61,99.589,99.589,51,51,100.0,100.0,1234.68,1234.68,100.0,100.0
OSTK,1:4,500,264,265,10780.6,262,262,98.867,98.867,10726.46,10726.46,99.498,99.498,264,264,99.622,99.622,10766.88,10766.88,99.873,99.873,262,262,98.867,98.867,10726.46,10726.46,99.498,99.498,264,264,99.622,99.622,10766.88,10766.88,99.873,99.873
OSTK,1:4,1000,508,508,55151.36,507,507,99.803,99.803,55099.68,55099.68,99.906,99.906,507,507,99.803,99.803,55099.68,55099.68,99.906,99.906,507,507,99.803,99.803,55099.68,55099.68,99.906,99.906,507,507,99.803,99.803,55099.68,55099.68,99.906,99.906
OSTK,1:4,2000,1026,1028,78476.16,1026,1026,99.805,99.805,78476.16,78476.16,100.0,100.0,1028,1028,100.0,100.0,78476.16,78476.16,100.0,100.0,1026,1026,99.805,99.805,78476.16,78476.16,100.0,100.0,1028,1028,100.0,100.0,78476.16,78476.16,100.0,100.0
OSTK,1:4,5000,2558,2558,174811.77,2557,2557,99.96,99.96,174793.88,174793.88,99.99,99.99,2557,2557,99.96,99.96,174793.88,174793.88,99.99,99.99,2557,2557,99.96,99.96,174793.88,174793.88,99.99,99.99,2557,2557,99.96,99.96,174793.88,174793.88,99.99,99.99
OSTK,1:4,9202,4696,4703,327576.12,4685,4685,99.617,99.617,327013.35,327013.35,99.828,99.828,4702,4702,99.978,99.978,327557.55,327557.55,99.994,99.994,4685,4685,99.617,99.617,327013.35,327013.35,99.828,99.828,4702,4702,99.978,99.978,327557.55,327557.55,99.994,99.994
